Datetime, Temp, K_int, tenzo, level, oporn_level, quotes, rain 
2023-03-23 00:37:20,2.24,796,829703,829363,829328,1,0.5
2023-03-23 00:37:26,2.24,796,829704,829363,829328,1,0.5
2023-03-23 00:37:31,2.26,798,829705,829363,829328,1,0.5
2023-03-23 00:37:37,2.26,798,829704,829363,829328,1,0.5
2023-03-23 00:37:43,2.25,798,829702,829363,829328,1,0.5
2023-03-23 00:37:49,2.26,799,829702,829363,829328,1,0.5
2023-03-23 00:37:55,2.23,795,829702,829364,829328,1,0.5
2023-03-23 00:38:01,2.26,799,829702,829363,829328,1,0.5
2023-03-23 00:38:07,2.25,798,829702,829363,829329,1,0.5
2023-03-23 00:38:12,2.24,797,829702,829363,829329,1,0.5
2023-03-23 00:38:18,2.25,798,829703,829364,829329,1,0.5
2023-03-23 00:38:24,2.25,798,829702,829363,829329,1,0.5
2023-03-23 00:38:30,2.24,797,829704,829364,829329,1,0.5
2023-03-23 00:38:36,2.24,797,829706,829364,829329,1,0.5
2023-03-23 00:38:42,2.23,794,829705,829364,829329,1,0.5
2023-03-23 00:38:48,2.24,798,829703,829364,829329,1,0.5
2023-03-23 00:38:53,2.25,799,829703,829364,829329,1,0.5
2023-03-23 00:38:59,2.23,795,829704,829364,829329,1,0.5
2023-03-23 00:39:05,2.24,798,829703,829364,829329,1,0.5
2023-03-23 00:39:11,2.23,795,829703,829364,829329,1,0.5
2023-03-23 00:39:17,2.23,797,829703,829364,829329,1,0.5
2023-03-23 00:39:23,2.24,798,829703,829364,829329,1,0.5
